sales_id,order_id,customer_id,crop_id,warehouse_id,sale_date,quantity_kg,unit_price_thb,total_amount_thb,discount_pct,payment_status,sale_channel
SAL-016607,ORD-006641,CUS-0060,CRP-008,WH-014,2021-03-15,2407.64,79.5,191407.38,0,บางส่วน,สัญญาซื้อขาย
SAL-016608,ORD-006642,CUS-0141,CRP-012,WH-013,2021-05-05,2574.0,1.19,3063.06,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016609,ORD-006643,CUS-0053,CRP-009,WH-004,2022-11-19,147.55,33.15,4891.28,2,ชำระแล้ว,ตลาดกลาง
SAL-016610,ORD-006643,CUS-0053,CRP-013,WH-008,2022-11-19,2319.35,6.34,14704.68,0,ชำระแล้ว,ตลาดกลาง
SAL-016611,ORD-006643,CUS-0053,CRP-015,WH-012,2022-11-19,6310.46,7.57,47770.18,0,ชำระแล้ว,ออนไลน์
SAL-016612,ORD-006643,CUS-0053,CRP-014,WH-015,2022-11-19,4181.3,149.36,624518.97,0,ค้างชำระ,ตรงจากคลัง
SAL-016613,ORD-006644,CUS-0018,CRP-005,WH-014,2021-08-29,3763.73,4.62,17388.43,0,ค้างชำระ,ออนไลน์
SAL-016614,ORD-006644,CUS-0018,CRP-013,WH-004,2021-08-29,1281.32,15.0,19219.8,2,ชำระแล้ว,สัญญาซื้อขาย
SAL-016615,ORD-006644,CUS-0018,CRP-008,WH-008,2021-08-29,966.97,59.82,57844.15,0,ชำระแล้ว,ตลาดกลาง
SAL-016616,ORD-006645,CUS-0034,CRP-007,WH-011,2022-01-20,1119.86,6.93,7760.63,0,ค้างชำระ,ออนไลน์
SAL-016617,ORD-006646,CUS-0157,CRP-003,WH-011,2022-10-31,8696.19,16.08,139834.74,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016618,ORD-006646,CUS-0157,CRP-008,WH-003,2022-10-31,266.83,65.19,17394.65,0,ชำระแล้ว,ตลาดกลาง
SAL-016619,ORD-006647,CUS-0123,CRP-008,WH-011,2023-07-17,2684.14,50.69,136059.06,2,ชำระแล้ว,ตรงจากคลัง
SAL-016620,ORD-006647,CUS-0123,CRP-001,WH-009,2023-07-17,4408.09,14.35,63256.09,0,ชำระแล้ว,ตรงจากคลัง
SAL-016621,ORD-006647,CUS-0123,CRP-007,WH-007,2023-07-17,1334.8,6.73,8983.2,5,ชำระแล้ว,ตลาดกลาง
SAL-016622,ORD-006647,CUS-0123,CRP-014,WH-008,2023-07-17,3751.95,95.0,356435.25,0,บางส่วน,ออนไลน์
SAL-016623,ORD-006648,CUS-0134,CRP-014,WH-004,2021-10-24,925.95,117.87,109141.73,5,ชำระแล้ว,สัญญาซื้อขาย
SAL-016624,ORD-006649,CUS-0067,CRP-014,WH-012,2025-10-24,7211.58,81.97,591133.21,5,ชำระแล้ว,ตรงจากคลัง
SAL-016625,ORD-006650,CUS-0064,CRP-009,WH-011,2022-06-08,2249.71,32.05,72103.21,0,ชำระแล้ว,ตรงจากคลัง
SAL-016626,ORD-006650,CUS-0064,CRP-008,WH-006,2022-06-08,189.07,82.0,15503.74,0,ชำระแล้ว,ตรงจากคลัง
SAL-016627,ORD-006650,CUS-0064,CRP-010,WH-003,2022-06-08,735.52,172.66,126994.88,0,บางส่วน,ตรงจากคลัง
SAL-016628,ORD-006650,CUS-0064,CRP-015,WH-010,2022-06-08,7314.87,8.14,59543.04,0,ชำระแล้ว,ออนไลน์
SAL-016629,ORD-006651,CUS-0169,CRP-001,WH-004,2024-11-24,5428.75,15.48,84037.05,0,ชำระแล้ว,ตรงจากคลัง
SAL-016630,ORD-006651,CUS-0169,CRP-009,WH-004,2024-11-24,2035.3,29.29,59613.94,0,ชำระแล้ว,ออนไลน์
SAL-016631,ORD-006651,CUS-0169,CRP-010,WH-005,2024-11-24,1249.83,257.4,321706.24,0,ค้างชำระ,ตรงจากคลัง
SAL-016632,ORD-006652,CUS-0181,CRP-007,WH-010,2023-01-31,1918.66,6.98,13392.25,0,ชำระแล้ว,ตลาดกลาง
SAL-016633,ORD-006652,CUS-0181,CRP-010,WH-003,2023-01-31,2794.69,241.15,673939.49,0,ชำระแล้ว,ตรงจากคลัง
SAL-016634,ORD-006652,CUS-0181,CRP-013,WH-011,2023-01-31,1279.46,5.87,7510.43,0,ชำระแล้ว,ตลาดกลาง
SAL-016635,ORD-006653,CUS-0084,CRP-003,WH-003,2021-04-10,4208.82,15.7,66078.47,0,ชำระแล้ว,ตลาดกลาง
SAL-016636,ORD-006654,CUS-0136,CRP-012,WH-012,2021-11-14,7748.63,1.65,12785.24,0,ชำระแล้ว,ตรงจากคลัง
SAL-016637,ORD-006654,CUS-0136,CRP-006,WH-002,2021-11-14,668.1,99.34,66369.05,0,ค้างชำระ,ตรงจากคลัง
SAL-016638,ORD-006655,CUS-0069,CRP-005,WH-001,2024-02-28,6413.9,4.68,30017.05,2,ชำระแล้ว,สัญญาซื้อขาย
SAL-016639,ORD-006656,CUS-0140,CRP-009,WH-010,2022-11-02,69.95,41.63,2912.02,0,ค้างชำระ,ตรงจากคลัง
SAL-016640,ORD-006657,CUS-0140,CRP-013,WH-008,2022-06-18,2382.4,11.0,26206.4,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016641,ORD-006657,CUS-0140,CRP-010,WH-013,2022-06-18,1333.51,207.34,276489.96,0,ชำระแล้ว,ตรงจากคลัง
SAL-016642,ORD-006657,CUS-0140,CRP-015,WH-011,2022-06-18,3820.49,10.3,39351.05,0,บางส่วน,ตรงจากคลัง
SAL-016643,ORD-006658,CUS-0134,CRP-002,WH-012,2022-07-24,8351.18,9.74,81340.49,0,บางส่วน,ตรงจากคลัง
SAL-016644,ORD-006658,CUS-0134,CRP-006,WH-013,2022-07-24,874.12,56.4,49300.37,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016645,ORD-006658,CUS-0134,CRP-003,WH-011,2022-07-24,9518.43,21.82,207692.14,5,ชำระแล้ว,ออนไลน์
SAL-016646,ORD-006659,CUS-0005,CRP-011,WH-007,2024-11-09,1769.33,49.11,86891.8,0,ชำระแล้ว,ตลาดกลาง
SAL-016647,ORD-006659,CUS-0005,CRP-008,WH-006,2024-11-09,1433.69,84.71,121447.88,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016648,ORD-006659,CUS-0005,CRP-006,WH-005,2024-11-09,1568.53,76.89,120604.27,0,ชำระแล้ว,ตรงจากคลัง
SAL-016649,ORD-006659,CUS-0005,CRP-001,WH-001,2024-11-09,3807.42,14.4,54826.85,0,ค้างชำระ,ตรงจากคลัง
SAL-016650,ORD-006660,CUS-0036,CRP-001,WH-013,2025-03-07,2401.28,16.81,40365.52,0,ชำระแล้ว,ออนไลน์
SAL-016651,ORD-006661,CUS-0140,CRP-009,WH-014,2023-04-03,2694.55,35.06,94470.92,0,ชำระแล้ว,ตลาดกลาง
SAL-016652,ORD-006661,CUS-0140,CRP-007,WH-013,2023-04-03,535.15,7.65,4093.9,0,ชำระแล้ว,ตรงจากคลัง
SAL-016653,ORD-006661,CUS-0140,CRP-008,WH-012,2023-04-03,1139.12,103.09,117431.88,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016654,ORD-006661,CUS-0140,CRP-010,WH-006,2023-04-03,2528.03,239.29,604932.3,0,ชำระแล้ว,ตรงจากคลัง
SAL-016655,ORD-006662,CUS-0187,CRP-001,WH-009,2022-12-12,9271.08,11.61,107637.24,0,ชำระแล้ว,ตรงจากคลัง
SAL-016656,ORD-006663,CUS-0075,CRP-006,WH-015,2025-01-12,340.43,56.54,19247.91,10,ชำระแล้ว,ตลาดกลาง
SAL-016657,ORD-006663,CUS-0075,CRP-008,WH-003,2025-01-12,1410.09,75.07,105855.46,0,ชำระแล้ว,ออนไลน์
SAL-016658,ORD-006663,CUS-0075,CRP-001,WH-008,2025-01-12,605.11,16.35,9893.55,0,ชำระแล้ว,ตรงจากคลัง
SAL-016659,ORD-006664,CUS-0058,CRP-008,WH-005,2024-08-13,1423.77,58.5,83290.54,0,ค้างชำระ,ตลาดกลาง
SAL-016660,ORD-006664,CUS-0058,CRP-013,WH-001,2024-08-13,2753.33,11.53,31745.89,10,ค้างชำระ,ตลาดกลาง
SAL-016661,ORD-006664,CUS-0058,CRP-009,WH-007,2024-08-13,1094.36,56.52,61853.23,0,ชำระแล้ว,ตรงจากคลัง
SAL-016662,ORD-006665,CUS-0079,CRP-001,WH-005,2022-11-06,5438.98,12.73,69238.22,0,ชำระแล้ว,ออนไลน์
SAL-016663,ORD-006665,CUS-0079,CRP-005,WH-002,2022-11-06,3178.62,4.45,14144.86,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016664,ORD-006665,CUS-0079,CRP-002,WH-005,2022-11-06,1377.03,9.21,12682.45,5,ชำระแล้ว,สัญญาซื้อขาย
SAL-016665,ORD-006666,CUS-0054,CRP-014,WH-003,2022-12-10,7277.98,98.26,715134.31,2,ชำระแล้ว,ตรงจากคลัง
SAL-016666,ORD-006666,CUS-0054,CRP-010,WH-011,2022-12-10,2154.16,169.34,364785.45,0,ชำระแล้ว,ตลาดกลาง
SAL-016667,ORD-006666,CUS-0054,CRP-007,WH-014,2022-12-10,1282.06,8.5,10897.51,0,ชำระแล้ว,ตรงจากคลัง
SAL-016668,ORD-006666,CUS-0054,CRP-003,WH-007,2022-12-10,6166.38,17.87,110193.21,0,ชำระแล้ว,ตรงจากคลัง
SAL-016669,ORD-006667,CUS-0198,CRP-005,WH-015,2021-05-15,1048.06,3.54,3710.13,0,ชำระแล้ว,ตลาดกลาง
SAL-016670,ORD-006668,CUS-0140,CRP-005,WH-009,2025-08-09,1284.68,4.66,5986.61,0,ชำระแล้ว,ออนไลน์
SAL-016671,ORD-006668,CUS-0140,CRP-007,WH-007,2025-08-09,118.54,4.41,522.76,0,ชำระแล้ว,ตรงจากคลัง
SAL-016672,ORD-006669,CUS-0004,CRP-001,WH-010,2023-12-06,9705.11,16.11,156349.32,0,ชำระแล้ว,ตลาดกลาง
SAL-016673,ORD-006669,CUS-0004,CRP-003,WH-003,2023-12-06,7227.74,23.53,170068.72,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016674,ORD-006670,CUS-0035,CRP-004,WH-013,2025-12-07,9553.11,9.02,86169.05,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016675,ORD-006670,CUS-0035,CRP-015,WH-001,2025-12-07,5779.59,11.45,66176.31,2,ชำระแล้ว,สัญญาซื้อขาย
SAL-016676,ORD-006670,CUS-0035,CRP-012,WH-006,2025-12-07,4884.82,1.2,5861.78,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016677,ORD-006671,CUS-0059,CRP-007,WH-013,2023-05-03,1169.9,6.22,7276.78,0,ชำระแล้ว,ตลาดกลาง
SAL-016678,ORD-006671,CUS-0059,CRP-002,WH-002,2023-05-03,7883.46,10.45,82382.16,0,ชำระแล้ว,ออนไลน์
SAL-016679,ORD-006672,CUS-0187,CRP-008,WH-012,2024-12-10,856.18,57.04,48836.51,0,บางส่วน,สัญญาซื้อขาย
SAL-016680,ORD-006672,CUS-0187,CRP-012,WH-007,2024-12-10,413.35,1.58,653.09,0,ชำระแล้ว,ตรงจากคลัง
SAL-016681,ORD-006673,CUS-0198,CRP-008,WH-004,2023-07-06,2756.8,84.11,231874.45,0,ชำระแล้ว,ตรงจากคลัง
SAL-016682,ORD-006674,CUS-0103,CRP-015,WH-001,2025-12-19,3710.61,7.43,27569.83,0,ชำระแล้ว,ตรงจากคลัง
SAL-016683,ORD-006674,CUS-0103,CRP-003,WH-014,2025-12-19,7842.43,19.9,156064.36,2,ค้างชำระ,ตลาดกลาง
SAL-016684,ORD-006674,CUS-0103,CRP-001,WH-010,2025-12-19,4264.78,12.57,53608.28,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016685,ORD-006675,CUS-0136,CRP-004,WH-001,2024-03-28,1546.56,9.85,15233.62,0,บางส่วน,ตลาดกลาง
SAL-016686,ORD-006676,CUS-0050,CRP-006,WH-011,2022-09-19,1783.64,85.27,152090.98,0,ชำระแล้ว,ตลาดกลาง
SAL-016687,ORD-006676,CUS-0050,CRP-010,WH-013,2022-09-19,908.87,96.38,87596.89,2,ชำระแล้ว,ตลาดกลาง
SAL-016688,ORD-006676,CUS-0050,CRP-009,WH-015,2022-09-19,2673.48,42.78,114371.47,0,ชำระแล้ว,ออนไลน์
SAL-016689,ORD-006676,CUS-0050,CRP-005,WH-015,2022-09-19,4902.4,4.37,21423.49,0,ชำระแล้ว,ตรงจากคลัง
SAL-016690,ORD-006677,CUS-0016,CRP-003,WH-010,2023-07-12,6308.5,16.03,101125.26,0,ชำระแล้ว,ตรงจากคลัง
SAL-016691,ORD-006677,CUS-0016,CRP-014,WH-001,2023-07-12,4727.03,122.74,580195.66,0,ชำระแล้ว,ตลาดกลาง
SAL-016692,ORD-006678,CUS-0062,CRP-001,WH-012,2021-04-06,2489.18,13.15,32732.72,0,ชำระแล้ว,ตรงจากคลัง
SAL-016693,ORD-006678,CUS-0062,CRP-002,WH-002,2021-04-06,5085.06,10.39,52833.77,10,ชำระแล้ว,ตรงจากคลัง
SAL-016694,ORD-006678,CUS-0062,CRP-011,WH-013,2021-04-06,523.86,96.63,50620.59,0,ค้างชำระ,ตลาดกลาง
SAL-016695,ORD-006678,CUS-0062,CRP-005,WH-007,2021-04-06,1479.08,4.95,7321.45,0,ชำระแล้ว,ตรงจากคลัง
SAL-016696,ORD-006679,CUS-0171,CRP-002,WH-004,2023-05-26,6353.35,9.28,58959.09,0,ค้างชำระ,ตรงจากคลัง
SAL-016697,ORD-006680,CUS-0032,CRP-003,WH-005,2024-09-08,5118.99,26.77,137035.36,2,ชำระแล้ว,สัญญาซื้อขาย
SAL-016698,ORD-006680,CUS-0032,CRP-007,WH-012,2024-09-08,1670.0,6.25,10437.5,0,ค้างชำระ,ตรงจากคลัง
SAL-016699,ORD-006680,CUS-0032,CRP-004,WH-013,2024-09-08,8051.05,12.2,98222.81,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016700,ORD-006681,CUS-0166,CRP-009,WH-015,2023-08-18,536.72,51.3,27533.74,0,ค้างชำระ,ตลาดกลาง
SAL-016701,ORD-006681,CUS-0166,CRP-014,WH-013,2023-08-18,3567.12,77.6,276808.51,0,ชำระแล้ว,ตลาดกลาง
SAL-016702,ORD-006681,CUS-0166,CRP-011,WH-005,2023-08-18,2548.42,52.24,133129.46,0,ค้างชำระ,ตลาดกลาง
SAL-016703,ORD-006682,CUS-0083,CRP-009,WH-007,2025-01-17,269.22,56.12,15108.63,0,ชำระแล้ว,ตลาดกลาง
SAL-016704,ORD-006682,CUS-0083,CRP-003,WH-006,2025-01-17,4152.09,18.91,78516.02,0,ชำระแล้ว,ตรงจากคลัง
SAL-016705,ORD-006682,CUS-0083,CRP-011,WH-012,2025-01-17,1737.75,48.07,83533.64,0,ค้างชำระ,สัญญาซื้อขาย
SAL-016706,ORD-006682,CUS-0083,CRP-010,WH-003,2025-01-17,2116.1,90.08,190618.29,0,ชำระแล้ว,ออนไลน์
SAL-016707,ORD-006683,CUS-0169,CRP-015,WH-013,2021-01-29,4563.89,9.7,44269.73,0,บางส่วน,ออนไลน์
SAL-016708,ORD-006683,CUS-0169,CRP-003,WH-009,2021-01-29,2449.64,15.57,38140.89,0,บางส่วน,สัญญาซื้อขาย
SAL-016709,ORD-006684,CUS-0130,CRP-011,WH-008,2022-07-12,2796.77,93.83,262420.93,0,ชำระแล้ว,ออนไลน์
SAL-016710,ORD-006684,CUS-0130,CRP-003,WH-013,2022-07-12,1402.98,27.1,38020.76,0,ชำระแล้ว,ตรงจากคลัง
SAL-016711,ORD-006684,CUS-0130,CRP-002,WH-012,2022-07-12,9012.78,15.69,141410.52,2,ชำระแล้ว,ออนไลน์
SAL-016712,ORD-006685,CUS-0198,CRP-010,WH-004,2023-03-08,1251.35,232.05,290375.77,0,ชำระแล้ว,ออนไลน์
SAL-016713,ORD-006685,CUS-0198,CRP-015,WH-010,2023-03-08,1705.11,9.43,16079.19,0,ชำระแล้ว,ออนไลน์
SAL-016714,ORD-006686,CUS-0152,CRP-013,WH-001,2021-12-10,2354.39,12.41,29217.98,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016715,ORD-006686,CUS-0152,CRP-001,WH-014,2021-12-10,2849.09,15.84,45129.59,0,ชำระแล้ว,ตรงจากคลัง
SAL-016716,ORD-006687,CUS-0010,CRP-012,WH-001,2025-11-24,4401.09,1.53,6733.67,0,ชำระแล้ว,ตรงจากคลัง
SAL-016717,ORD-006687,CUS-0010,CRP-009,WH-010,2025-11-24,1500.82,22.71,34083.62,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016718,ORD-006687,CUS-0010,CRP-007,WH-015,2025-11-24,110.77,6.16,682.34,0,ชำระแล้ว,ตลาดกลาง
SAL-016719,ORD-006688,CUS-0187,CRP-014,WH-015,2021-02-02,6807.19,87.68,596854.42,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016720,ORD-006688,CUS-0187,CRP-012,WH-004,2021-02-02,7936.75,1.58,12540.07,10,ชำระแล้ว,ออนไลน์
SAL-016721,ORD-006689,CUS-0144,CRP-008,WH-009,2022-04-10,980.84,87.04,85372.31,0,ชำระแล้ว,ตรงจากคลัง
SAL-016722,ORD-006690,CUS-0082,CRP-005,WH-003,2025-02-21,5461.86,3.66,19990.41,10,ค้างชำระ,ตรงจากคลัง
SAL-016723,ORD-006690,CUS-0082,CRP-009,WH-004,2025-02-21,2022.2,49.37,99836.01,0,ชำระแล้ว,ตลาดกลาง
SAL-016724,ORD-006690,CUS-0082,CRP-010,WH-003,2025-02-21,1780.21,167.92,298932.86,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016725,ORD-006690,CUS-0082,CRP-003,WH-011,2025-02-21,6383.08,20.41,130278.66,0,ชำระแล้ว,ตรงจากคลัง
SAL-016726,ORD-006691,CUS-0128,CRP-006,WH-010,2024-01-17,1579.95,61.92,97830.5,0,ชำระแล้ว,ออนไลน์
SAL-016727,ORD-006691,CUS-0128,CRP-002,WH-001,2024-01-17,2160.3,14.44,31194.73,0,ชำระแล้ว,ตลาดกลาง
SAL-016728,ORD-006692,CUS-0057,CRP-013,WH-010,2024-04-27,1290.21,11.92,15379.3,0,ชำระแล้ว,ตลาดกลาง
SAL-016729,ORD-006693,CUS-0098,CRP-008,WH-005,2022-04-29,2197.41,56.71,124615.12,0,บางส่วน,สัญญาซื้อขาย
SAL-016730,ORD-006693,CUS-0098,CRP-002,WH-007,2022-04-29,6685.5,14.42,96404.91,0,ชำระแล้ว,ตลาดกลาง
SAL-016731,ORD-006694,CUS-0192,CRP-014,WH-010,2025-12-26,262.87,151.85,39916.81,0,บางส่วน,สัญญาซื้อขาย
SAL-016732,ORD-006695,CUS-0085,CRP-003,WH-014,2021-05-22,4421.45,23.81,105274.72,0,ชำระแล้ว,ตลาดกลาง
SAL-016733,ORD-006695,CUS-0085,CRP-007,WH-013,2021-05-22,1510.99,5.3,8008.25,0,ชำระแล้ว,ตลาดกลาง
SAL-016734,ORD-006696,CUS-0041,CRP-007,WH-002,2022-01-26,714.76,8.69,6211.26,5,ชำระแล้ว,ตลาดกลาง
SAL-016735,ORD-006696,CUS-0041,CRP-002,WH-001,2022-01-26,7484.46,9.05,67734.36,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016736,ORD-006696,CUS-0041,CRP-009,WH-007,2022-01-26,1760.17,23.12,40695.13,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016737,ORD-006696,CUS-0041,CRP-004,WH-006,2022-01-26,1542.93,13.07,20166.1,0,ค้างชำระ,ตรงจากคลัง
SAL-016738,ORD-006697,CUS-0176,CRP-004,WH-005,2024-12-05,6997.93,11.92,83415.33,0,ชำระแล้ว,ตรงจากคลัง
SAL-016739,ORD-006697,CUS-0176,CRP-005,WH-015,2024-12-05,1403.48,4.57,6413.9,0,ชำระแล้ว,ตรงจากคลัง
SAL-016740,ORD-006698,CUS-0051,CRP-015,WH-010,2025-06-05,9917.45,11.07,109786.17,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016741,ORD-006699,CUS-0196,CRP-006,WH-012,2024-11-24,1022.3,85.93,87846.24,0,ชำระแล้ว,ตรงจากคลัง
SAL-016742,ORD-006699,CUS-0196,CRP-010,WH-005,2024-11-24,1458.72,109.01,159015.07,0,บางส่วน,ตลาดกลาง
SAL-016743,ORD-006699,CUS-0196,CRP-011,WH-002,2024-11-24,600.47,50.69,30437.82,0,ชำระแล้ว,ตลาดกลาง
SAL-016744,ORD-006700,CUS-0148,CRP-011,WH-013,2022-07-25,2941.94,63.75,187548.68,0,ค้างชำระ,ตลาดกลาง
SAL-016745,ORD-006700,CUS-0148,CRP-007,WH-008,2022-07-25,390.08,5.33,2079.13,0,ชำระแล้ว,ตรงจากคลัง
SAL-016746,ORD-006700,CUS-0148,CRP-001,WH-007,2022-07-25,9013.48,16.36,147460.53,2,ชำระแล้ว,ออนไลน์
SAL-016747,ORD-006701,CUS-0008,CRP-012,WH-009,2025-11-15,1719.06,1.53,2630.16,0,ชำระแล้ว,ออนไลน์
SAL-016748,ORD-006702,CUS-0012,CRP-014,WH-013,2021-04-04,5011.79,133.67,669925.97,0,ชำระแล้ว,ตลาดกลาง
SAL-016749,ORD-006702,CUS-0012,CRP-013,WH-004,2021-04-04,484.91,10.17,4931.53,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016750,ORD-006702,CUS-0012,CRP-003,WH-015,2021-04-04,2645.22,25.93,68590.55,0,ชำระแล้ว,ออนไลน์
SAL-016751,ORD-006702,CUS-0012,CRP-006,WH-015,2021-04-04,1100.2,84.54,93010.91,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016752,ORD-006703,CUS-0121,CRP-002,WH-005,2024-03-12,8458.36,8.89,75194.82,0,ค้างชำระ,ออนไลน์
SAL-016753,ORD-006703,CUS-0121,CRP-004,WH-015,2024-03-12,8600.93,10.84,93234.08,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016754,ORD-006703,CUS-0121,CRP-015,WH-015,2024-03-12,9985.59,6.65,66404.17,2,บางส่วน,ตรงจากคลัง
SAL-016755,ORD-006704,CUS-0012,CRP-004,WH-011,2024-01-23,536.28,9.31,4992.77,2,ชำระแล้ว,ตลาดกลาง
SAL-016756,ORD-006704,CUS-0012,CRP-014,WH-015,2024-01-23,1556.61,121.63,189330.47,0,ชำระแล้ว,ตลาดกลาง
SAL-016757,ORD-006704,CUS-0012,CRP-009,WH-013,2024-01-23,1627.58,30.36,49413.33,2,ค้างชำระ,ตลาดกลาง
SAL-016758,ORD-006705,CUS-0082,CRP-006,WH-003,2022-05-27,146.87,57.25,8408.31,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016759,ORD-006706,CUS-0101,CRP-001,WH-010,2023-09-26,355.7,10.65,3788.2,5,ชำระแล้ว,ตลาดกลาง
SAL-016760,ORD-006707,CUS-0075,CRP-002,WH-012,2022-04-30,4411.76,16.13,71161.69,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016761,ORD-006707,CUS-0075,CRP-008,WH-007,2022-04-30,2163.06,64.26,138998.24,0,ค้างชำระ,สัญญาซื้อขาย
SAL-016762,ORD-006707,CUS-0075,CRP-014,WH-007,2022-04-30,3031.53,76.55,232063.62,0,บางส่วน,ตรงจากคลัง
SAL-016763,ORD-006707,CUS-0075,CRP-015,WH-014,2022-04-30,1594.28,7.68,12244.07,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016764,ORD-006708,CUS-0090,CRP-005,WH-005,2022-12-10,1746.73,3.57,6235.83,0,ค้างชำระ,ตรงจากคลัง
SAL-016765,ORD-006708,CUS-0090,CRP-009,WH-005,2022-12-10,91.39,24.74,2260.99,0,ชำระแล้ว,ออนไลน์
SAL-016766,ORD-006708,CUS-0090,CRP-002,WH-013,2022-12-10,1715.5,16.03,27499.47,0,ชำระแล้ว,ตรงจากคลัง
SAL-016767,ORD-006708,CUS-0090,CRP-014,WH-013,2022-12-10,812.26,112.06,91021.86,5,ชำระแล้ว,ตลาดกลาง
SAL-016768,ORD-006709,CUS-0129,CRP-013,WH-008,2025-07-31,2233.5,10.45,23340.07,5,ชำระแล้ว,ออนไลน์
SAL-016769,ORD-006709,CUS-0129,CRP-012,WH-010,2025-07-31,301.69,1.42,428.4,0,บางส่วน,ตรงจากคลัง
SAL-016770,ORD-006710,CUS-0039,CRP-006,WH-012,2023-09-28,863.66,67.2,58037.95,0,ชำระแล้ว,ตรงจากคลัง
SAL-016771,ORD-006710,CUS-0039,CRP-004,WH-006,2023-09-28,8803.14,11.38,100179.73,0,ค้างชำระ,ตลาดกลาง
SAL-016772,ORD-006710,CUS-0039,CRP-013,WH-013,2023-09-28,1989.94,9.78,19461.61,0,ชำระแล้ว,ตรงจากคลัง
SAL-016773,ORD-006711,CUS-0078,CRP-014,WH-013,2021-08-07,7681.04,149.59,1149006.77,0,ชำระแล้ว,ตลาดกลาง
SAL-016774,ORD-006711,CUS-0078,CRP-004,WH-011,2021-08-07,3403.38,12.68,43154.86,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016775,ORD-006711,CUS-0078,CRP-012,WH-007,2021-08-07,3138.12,1.79,5617.23,0,ค้างชำระ,ตลาดกลาง
SAL-016776,ORD-006712,CUS-0192,CRP-010,WH-007,2022-02-23,1966.43,198.52,390375.68,0,ชำระแล้ว,ออนไลน์
SAL-016777,ORD-006713,CUS-0027,CRP-006,WH-003,2022-06-22,681.63,99.58,67876.72,0,ชำระแล้ว,ออนไลน์
SAL-016778,ORD-006713,CUS-0027,CRP-002,WH-006,2022-06-22,3284.76,16.21,53245.96,0,ชำระแล้ว,ตรงจากคลัง
SAL-016779,ORD-006713,CUS-0027,CRP-012,WH-015,2022-06-22,5180.56,1.71,8858.76,0,ค้างชำระ,สัญญาซื้อขาย
SAL-016780,ORD-006714,CUS-0172,CRP-012,WH-001,2022-01-08,2927.29,1.92,5620.4,2,ชำระแล้ว,ตรงจากคลัง
SAL-016781,ORD-006714,CUS-0172,CRP-002,WH-009,2022-01-08,3302.88,14.23,46999.98,2,ชำระแล้ว,ตรงจากคลัง
SAL-016782,ORD-006715,CUS-0141,CRP-013,WH-009,2025-11-13,659.34,14.43,9514.28,10,ชำระแล้ว,ตรงจากคลัง
SAL-016783,ORD-006715,CUS-0141,CRP-004,WH-009,2025-11-13,6207.92,9.54,59223.56,0,ชำระแล้ว,ออนไลน์
SAL-016784,ORD-006716,CUS-0147,CRP-013,WH-013,2025-03-25,626.6,15.14,9486.72,0,ชำระแล้ว,ตรงจากคลัง
SAL-016785,ORD-006716,CUS-0147,CRP-006,WH-003,2025-03-25,810.3,62.5,50643.75,0,บางส่วน,ตรงจากคลัง
SAL-016786,ORD-006717,CUS-0040,CRP-001,WH-015,2022-08-04,1480.31,10.07,14906.72,0,ชำระแล้ว,ตรงจากคลัง
SAL-016787,ORD-006717,CUS-0040,CRP-008,WH-006,2022-08-04,2502.68,48.24,120729.28,0,ชำระแล้ว,ตลาดกลาง
SAL-016788,ORD-006717,CUS-0040,CRP-015,WH-006,2022-08-04,3333.81,11.54,38472.17,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-016789,ORD-006718,CUS-0159,CRP-015,WH-009,2023-07-25,5617.82,8.7,48875.03,0,ชำระแล้ว,ออนไลน์
SAL-016790,ORD-006718,CUS-0159,CRP-002,WH-008,2023-07-25,8424.85,11.26,94863.81,0,ชำระแล้ว,ตลาดกลาง
SAL-016791,ORD-006719,CUS-0154,CRP-012,WH-004,2021-05-13,7567.83,1.13,8551.65,2,ชำระแล้ว,ตรงจากคลัง
