harvest_id,farmer_id,crop_id,warehouse_id,harvest_date,quantity_kg,price_per_kg,total_amount_thb,quality_grade,inspector_note
HRV-023983,FRM-0260,CRP-012,WH-003,2022-12-19,29455.41,1.01,29749.96,C,คุณภาพดี
HRV-023984,FRM-0076,CRP-009,WH-005,2021-07-10,5235.46,39.81,208423.66,C,ผ่านการตรวจสอบ
HRV-023985,FRM-0219,CRP-004,WH-009,2023-03-27,4614.93,8.4,38765.41,A,คุณภาพปานกลาง
HRV-023986,FRM-0193,CRP-006,WH-001,2023-03-22,2701.9,57.16,154440.6,B,ผ่านการตรวจสอบ
HRV-023987,FRM-0223,CRP-009,WH-001,2022-07-16,240.81,20.93,5040.15,B,ผ่านการตรวจสอบ
HRV-023988,FRM-0111,CRP-006,WH-010,2021-07-08,3276.25,51.33,168169.91,A,คุณภาพดี
HRV-023989,FRM-0107,CRP-014,WH-009,2023-02-19,2530.24,63.41,160442.52,A,ผ่านการตรวจสอบ
HRV-023990,FRM-0034,CRP-009,WH-014,2025-09-26,6207.64,27.47,170523.87,B,คุณภาพปานกลาง
HRV-023991,FRM-0130,CRP-006,WH-013,2025-01-18,4278.23,62.87,268972.32,B,ต้องตรวจซ้ำ
HRV-023992,FRM-0090,CRP-009,WH-002,2022-07-20,1968.01,28.84,56757.41,B,คุณภาพดี
HRV-023993,FRM-0201,CRP-015,WH-009,2025-07-24,7783.23,7.82,60864.86,A,ผ่านการตรวจสอบ
HRV-023994,FRM-0013,CRP-015,WH-015,2021-09-24,6565.39,8.52,55937.12,A,ผ่านการตรวจสอบ
HRV-023995,FRM-0116,CRP-003,WH-008,2024-11-12,15325.16,14.79,226659.12,A,คุณภาพปานกลาง
HRV-023996,FRM-0007,CRP-010,WH-012,2022-06-23,1652.09,103.24,170561.77,B,ต้องตรวจซ้ำ
HRV-023997,FRM-0157,CRP-014,WH-005,2024-11-21,2725.85,119.47,325657.3,A,ผ่านการตรวจสอบ
HRV-023998,FRM-0208,CRP-003,WH-004,2024-01-01,1197.76,17.82,21344.08,A,ผ่านการตรวจสอบ
HRV-023999,FRM-0058,CRP-008,WH-012,2021-06-10,4787.87,53.21,254762.56,A,คุณภาพปานกลาง
HRV-024000,FRM-0210,CRP-014,WH-008,2025-01-01,2605.27,108.3,282150.74,B,ผ่านการตรวจสอบ
HRV-024001,FRM-0174,CRP-003,WH-010,2023-10-13,1128.83,17.29,19517.47,A,ผ่านการตรวจสอบ
HRV-024002,FRM-0224,CRP-013,WH-010,2023-03-05,1813.44,6.29,11406.54,B,คุณภาพปานกลาง
HRV-024003,FRM-0124,CRP-003,WH-015,2022-11-16,7214.28,15.96,115139.91,A,คุณภาพปานกลาง
HRV-024004,FRM-0068,CRP-014,WH-010,2021-12-21,3265.35,85.64,279644.57,B,ผ่านการตรวจสอบ
HRV-024005,FRM-0105,CRP-001,WH-005,2023-02-15,8661.82,9.59,83066.85,C,ผ่านการตรวจสอบ
HRV-024006,FRM-0268,CRP-007,WH-003,2021-08-22,388.51,5.59,2171.77,B,ผ่านการตรวจสอบ
HRV-024007,FRM-0049,CRP-014,WH-001,2025-01-18,4915.84,77.09,378962.11,A,ผ่านการตรวจสอบ
HRV-024008,FRM-0181,CRP-008,WH-015,2024-04-01,5978.54,65.51,391654.16,A,ผ่านการตรวจสอบ
HRV-024009,FRM-0280,CRP-003,WH-007,2025-12-17,7484.47,17.82,133373.26,B,คุณภาพปานกลาง
HRV-024010,FRM-0132,CRP-005,WH-011,2025-06-26,9509.48,3.67,34899.79,C,คุณภาพดี
HRV-024011,FRM-0127,CRP-015,WH-015,2022-10-23,19126.25,8.79,168119.74,A,ผ่านการตรวจสอบ
HRV-024012,FRM-0250,CRP-015,WH-014,2021-09-19,7920.55,7.58,60037.77,A,ผ่านการตรวจสอบ
HRV-024013,FRM-0154,CRP-004,WH-008,2021-04-21,11303.41,10.11,114277.48,B,ผ่านการตรวจสอบ
HRV-024014,FRM-0051,CRP-003,WH-006,2022-12-14,11201.16,17.78,199156.62,B,ผ่านการตรวจสอบ
HRV-024015,FRM-0282,CRP-015,WH-014,2023-10-05,2006.7,6.91,13866.3,C,ผ่านการตรวจสอบ
HRV-024016,FRM-0225,CRP-005,WH-003,2024-05-08,5027.41,3.82,19204.71,A,ผ่านการตรวจสอบ
HRV-024017,FRM-0011,CRP-015,WH-003,2024-07-02,6013.56,6.26,37644.89,A,ผ่านการตรวจสอบ
HRV-024018,FRM-0189,CRP-011,WH-002,2025-08-16,3367.55,48.39,162955.74,C,ผ่านการตรวจสอบ
HRV-024019,FRM-0274,CRP-013,WH-002,2024-07-12,547.19,11.79,6451.37,A,ผ่านการตรวจสอบ
HRV-024020,FRM-0230,CRP-011,WH-002,2023-06-12,6829.53,89.8,613291.79,A,ผ่านการตรวจสอบ
HRV-024021,FRM-0279,CRP-015,WH-012,2024-10-02,14437.02,6.93,100048.55,B,คุณภาพดี
HRV-024022,FRM-0060,CRP-012,WH-003,2022-03-12,39147.15,1.18,46193.64,C,ต้องตรวจซ้ำ
HRV-024023,FRM-0229,CRP-007,WH-009,2025-08-10,2520.36,4.91,12374.97,A,ผ่านการตรวจสอบ
HRV-024024,FRM-0273,CRP-008,WH-006,2023-04-26,1972.88,49.04,96750.04,A,ผ่านการตรวจสอบ
HRV-024025,FRM-0049,CRP-002,WH-004,2022-12-24,3255.37,12.94,42124.49,A,คุณภาพปานกลาง
HRV-024026,FRM-0109,CRP-003,WH-009,2024-01-19,17116.08,17.47,299017.92,C,คุณภาพปานกลาง
HRV-024027,FRM-0213,CRP-012,WH-014,2021-02-08,34777.75,1.3,45211.08,A,คุณภาพดี
HRV-024028,FRM-0067,CRP-001,WH-015,2022-03-09,10496.12,11.66,122384.76,A,ต้องตรวจซ้ำ
HRV-024029,FRM-0213,CRP-005,WH-010,2023-04-26,17766.27,3.28,58273.37,A,คุณภาพปานกลาง
HRV-024030,FRM-0085,CRP-011,WH-009,2021-06-11,3776.64,89.03,336234.26,A,ผ่านการตรวจสอบ
HRV-024031,FRM-0161,CRP-001,WH-011,2023-04-23,8003.97,12.93,103491.33,B,ผ่านการตรวจสอบ
HRV-024032,FRM-0081,CRP-013,WH-002,2022-07-27,7021.65,6.9,48449.39,B,ผ่านการตรวจสอบ
HRV-024033,FRM-0291,CRP-001,WH-006,2025-03-28,11662.35,10.89,127002.99,A,ต้องตรวจซ้ำ
HRV-024034,FRM-0220,CRP-005,WH-009,2022-02-01,27050.67,2.89,78176.44,B,ต้องตรวจซ้ำ
HRV-024035,FRM-0061,CRP-015,WH-001,2024-08-21,10850.61,6.53,70854.48,A,ผ่านการตรวจสอบ
HRV-024036,FRM-0096,CRP-005,WH-001,2023-05-16,8012.99,3.44,27564.69,C,คุณภาพดี
HRV-024037,FRM-0096,CRP-005,WH-013,2021-02-06,13340.93,2.71,36153.92,B,ผ่านการตรวจสอบ
HRV-024038,FRM-0248,CRP-001,WH-006,2025-02-06,8897.38,11.95,106323.69,C,คุณภาพดี
HRV-024039,FRM-0174,CRP-013,WH-004,2023-05-02,6593.01,10.44,68831.02,A,ผ่านการตรวจสอบ
HRV-024040,FRM-0204,CRP-003,WH-012,2025-01-05,16416.66,18.6,305349.88,C,ผ่านการตรวจสอบ
HRV-024041,FRM-0179,CRP-014,WH-015,2025-01-22,2912.63,102.84,299534.87,A,คุณภาพดี
HRV-024042,FRM-0285,CRP-002,WH-003,2023-01-07,16252.57,10.24,166426.32,B,คุณภาพดี
HRV-024043,FRM-0166,CRP-005,WH-012,2025-05-26,4648.93,2.93,13621.36,B,ผ่านการตรวจสอบ
HRV-024044,FRM-0030,CRP-013,WH-012,2024-07-18,5635.92,8.85,49877.89,B,ผ่านการตรวจสอบ
HRV-024045,FRM-0117,CRP-010,WH-006,2023-05-16,5053.06,178.34,901162.72,A,ผ่านการตรวจสอบ
HRV-024046,FRM-0121,CRP-014,WH-010,2025-01-09,4472.76,72.12,322575.45,A,คุณภาพดี
HRV-024047,FRM-0207,CRP-002,WH-013,2021-10-15,12928.6,10.32,133423.15,A,ผ่านการตรวจสอบ
HRV-024048,FRM-0253,CRP-008,WH-008,2023-06-11,5522.3,61.54,339842.34,C,คุณภาพปานกลาง
HRV-024049,FRM-0111,CRP-001,WH-005,2024-02-20,18191.59,10.44,189920.2,B,ผ่านการตรวจสอบ
HRV-024050,FRM-0183,CRP-010,WH-014,2022-04-24,4209.26,149.52,629368.56,B,คุณภาพปานกลาง
HRV-024051,FRM-0271,CRP-005,WH-008,2024-06-21,6543.63,2.92,19107.4,B,ผ่านการตรวจสอบ
HRV-024052,FRM-0184,CRP-011,WH-015,2021-08-15,7379.75,81.36,600416.46,A,ผ่านการตรวจสอบ
HRV-024053,FRM-0262,CRP-006,WH-013,2021-03-24,1839.71,63.0,115901.73,B,คุณภาพดี
HRV-024054,FRM-0191,CRP-002,WH-003,2024-11-22,19402.99,12.04,233612.0,B,ผ่านการตรวจสอบ
HRV-024055,FRM-0138,CRP-005,WH-007,2025-02-16,22939.06,3.72,85333.3,A,คุณภาพปานกลาง
HRV-024056,FRM-0162,CRP-003,WH-012,2022-10-15,10316.34,14.15,145976.21,B,ผ่านการตรวจสอบ
HRV-024057,FRM-0020,CRP-008,WH-005,2023-05-07,6624.0,42.27,279996.48,A,คุณภาพปานกลาง
HRV-024058,FRM-0109,CRP-013,WH-013,2025-06-16,924.45,5.39,4982.79,A,ผ่านการตรวจสอบ
HRV-024059,FRM-0094,CRP-002,WH-006,2024-11-13,5172.23,12.84,66411.43,A,คุณภาพดี
HRV-024060,FRM-0201,CRP-011,WH-010,2024-05-21,740.35,67.14,49707.1,B,ผ่านการตรวจสอบ
HRV-024061,FRM-0275,CRP-014,WH-007,2024-02-14,3874.97,89.24,345802.32,B,ผ่านการตรวจสอบ
HRV-024062,FRM-0068,CRP-006,WH-002,2024-02-03,3240.83,79.61,258002.48,B,ผ่านการตรวจสอบ
HRV-024063,FRM-0079,CRP-013,WH-008,2022-04-23,1708.09,6.46,11034.26,A,ผ่านการตรวจสอบ
HRV-024064,FRM-0036,CRP-015,WH-009,2024-10-18,9762.6,6.86,66971.44,B,คุณภาพปานกลาง
HRV-024065,FRM-0019,CRP-011,WH-008,2022-06-11,6762.45,51.05,345223.07,B,ผ่านการตรวจสอบ
HRV-024066,FRM-0075,CRP-015,WH-001,2022-08-13,12533.6,6.74,84476.46,A,ผ่านการตรวจสอบ
HRV-024067,FRM-0292,CRP-010,WH-010,2024-06-23,264.84,167.76,44429.56,A,คุณภาพปานกลาง
HRV-024068,FRM-0013,CRP-009,WH-011,2021-07-13,3842.42,37.53,144206.02,A,ผ่านการตรวจสอบ
HRV-024069,FRM-0168,CRP-005,WH-015,2021-06-21,6247.57,3.04,18992.61,B,ผ่านการตรวจสอบ
HRV-024070,FRM-0184,CRP-002,WH-012,2024-11-06,17997.56,11.78,212011.26,B,ผ่านการตรวจสอบ
HRV-024071,FRM-0192,CRP-014,WH-008,2024-02-16,4699.82,86.9,408414.36,C,คุณภาพปานกลาง
HRV-024072,FRM-0057,CRP-014,WH-009,2023-11-05,3041.96,112.95,343589.38,B,คุณภาพปานกลาง
HRV-024073,FRM-0160,CRP-001,WH-015,2021-05-01,7276.37,11.69,85060.77,B,คุณภาพดี
HRV-024074,FRM-0121,CRP-007,WH-003,2021-04-08,1660.92,4.77,7922.59,C,คุณภาพปานกลาง
HRV-024075,FRM-0269,CRP-012,WH-008,2023-03-09,29606.95,1.36,40265.45,A,คุณภาพปานกลาง
HRV-024076,FRM-0123,CRP-007,WH-009,2023-01-11,3293.87,5.26,17325.76,C,คุณภาพดี
HRV-024077,FRM-0256,CRP-012,WH-013,2024-02-27,8063.08,1.31,10562.63,B,คุณภาพปานกลาง
HRV-024078,FRM-0017,CRP-015,WH-014,2025-08-01,19393.53,7.66,148554.44,A,ผ่านการตรวจสอบ
HRV-024079,FRM-0146,CRP-006,WH-013,2023-04-09,4695.48,56.79,266656.31,B,คุณภาพปานกลาง
HRV-024080,FRM-0038,CRP-009,WH-008,2024-08-18,1090.57,36.71,40034.82,A,ต้องตรวจซ้ำ
HRV-024081,FRM-0102,CRP-012,WH-012,2025-11-24,35021.94,1.05,36773.04,A,คุณภาพดี
HRV-024082,FRM-0130,CRP-003,WH-004,2025-10-07,11627.93,17.7,205814.36,A,ผ่านการตรวจสอบ
HRV-024083,FRM-0106,CRP-004,WH-003,2025-06-27,18775.05,10.39,195072.77,B,คุณภาพดี
HRV-024084,FRM-0084,CRP-005,WH-009,2025-02-27,17356.69,3.68,63872.62,A,ผ่านการตรวจสอบ
HRV-024085,FRM-0267,CRP-006,WH-014,2025-05-12,820.16,56.56,46388.25,B,ต้องตรวจซ้ำ
HRV-024086,FRM-0276,CRP-013,WH-015,2022-07-06,2383.18,11.94,28455.17,B,ต้องตรวจซ้ำ
HRV-024087,FRM-0037,CRP-011,WH-007,2022-06-24,5578.58,53.34,297561.46,A,คุณภาพปานกลาง
HRV-024088,FRM-0113,CRP-013,WH-001,2022-03-05,1391.36,10.18,14164.04,A,ผ่านการตรวจสอบ
HRV-024089,FRM-0131,CRP-002,WH-015,2025-10-27,1280.45,9.6,12292.32,A,ผ่านการตรวจสอบ
HRV-024090,FRM-0019,CRP-002,WH-015,2022-01-15,17946.85,10.98,197056.41,B,คุณภาพดี
HRV-024091,FRM-0095,CRP-009,WH-014,2022-09-01,7266.68,30.61,222433.07,B,ผ่านการตรวจสอบ
HRV-024092,FRM-0188,CRP-011,WH-008,2024-05-16,1412.95,42.83,60516.65,B,ผ่านการตรวจสอบ
HRV-024093,FRM-0123,CRP-009,WH-013,2022-09-04,311.34,21.02,6544.37,C,ผ่านการตรวจสอบ
HRV-024094,FRM-0061,CRP-007,WH-002,2024-01-06,1175.92,5.99,7043.76,B,ต้องตรวจซ้ำ
HRV-024095,FRM-0252,CRP-014,WH-003,2025-12-24,3573.99,116.64,416870.19,A,ผ่านการตรวจสอบ
HRV-024096,FRM-0281,CRP-004,WH-010,2025-03-13,8986.69,9.04,81239.68,A,ผ่านการตรวจสอบ
HRV-024097,FRM-0117,CRP-009,WH-007,2023-07-10,4256.77,33.54,142772.07,A,ผ่านการตรวจสอบ
HRV-024098,FRM-0149,CRP-015,WH-014,2025-08-04,14638.76,8.89,130138.58,A,ต้องตรวจซ้ำ
HRV-024099,FRM-0037,CRP-015,WH-011,2022-10-23,8564.78,7.31,62608.54,A,คุณภาพปานกลาง
HRV-024100,FRM-0053,CRP-014,WH-007,2023-12-02,854.9,94.49,80779.5,B,ผ่านการตรวจสอบ
HRV-024101,FRM-0190,CRP-011,WH-009,2025-08-05,7496.55,75.94,569288.01,A,คุณภาพปานกลาง
HRV-024102,FRM-0190,CRP-009,WH-003,2024-09-16,1644.26,29.93,49212.7,A,ผ่านการตรวจสอบ
HRV-024103,FRM-0086,CRP-001,WH-003,2023-01-19,10697.16,8.8,94135.01,A,คุณภาพดี
HRV-024104,FRM-0008,CRP-006,WH-012,2021-05-17,1789.28,59.62,106676.87,C,ผ่านการตรวจสอบ
HRV-024105,FRM-0176,CRP-007,WH-012,2022-03-14,1977.06,6.59,13028.83,A,ต้องตรวจซ้ำ
HRV-024106,FRM-0173,CRP-010,WH-014,2022-06-08,1804.3,124.55,224725.57,A,คุณภาพปานกลาง
HRV-024107,FRM-0277,CRP-013,WH-012,2025-07-13,2803.35,6.2,17380.77,B,ต้องตรวจซ้ำ
HRV-024108,FRM-0062,CRP-004,WH-001,2024-07-10,16954.83,10.51,178195.26,C,ผ่านการตรวจสอบ
HRV-024109,FRM-0073,CRP-003,WH-012,2021-12-06,19757.25,20.05,396132.86,C,คุณภาพดี
HRV-024110,FRM-0264,CRP-001,WH-011,2023-01-27,19986.41,8.5,169884.48,A,คุณภาพดี
HRV-024111,FRM-0223,CRP-006,WH-005,2023-10-12,2468.07,55.13,136064.7,A,ผ่านการตรวจสอบ
HRV-024112,FRM-0010,CRP-009,WH-012,2024-08-18,455.49,37.33,17003.44,A,ผ่านการตรวจสอบ
HRV-024113,FRM-0237,CRP-010,WH-014,2024-07-03,5146.68,153.6,790530.05,B,คุณภาพดี
HRV-024114,FRM-0020,CRP-006,WH-001,2023-04-14,2437.62,62.64,152692.52,A,ต้องตรวจซ้ำ
HRV-024115,FRM-0129,CRP-001,WH-011,2025-04-28,3601.55,12.75,45919.76,B,คุณภาพปานกลาง
HRV-024116,FRM-0035,CRP-003,WH-011,2024-01-17,9732.59,18.45,179566.29,A,คุณภาพปานกลาง
HRV-024117,FRM-0238,CRP-011,WH-006,2025-05-13,468.85,48.42,22701.72,C,คุณภาพปานกลาง
HRV-024118,FRM-0238,CRP-013,WH-008,2023-07-09,4498.61,9.53,42871.75,A,ต้องตรวจซ้ำ
HRV-024119,FRM-0067,CRP-001,WH-007,2025-04-04,5237.62,10.71,56094.91,C,ต้องตรวจซ้ำ
HRV-024120,FRM-0007,CRP-015,WH-003,2025-10-08,1153.26,8.33,9606.66,A,ผ่านการตรวจสอบ
HRV-024121,FRM-0262,CRP-014,WH-013,2023-12-16,3894.85,60.56,235872.12,A,ผ่านการตรวจสอบ
HRV-024122,FRM-0266,CRP-012,WH-005,2023-03-11,22593.97,1.37,30953.74,A,ผ่านการตรวจสอบ
HRV-024123,FRM-0022,CRP-003,WH-003,2021-01-25,16002.57,18.39,294287.26,C,ผ่านการตรวจสอบ
HRV-024124,FRM-0101,CRP-008,WH-009,2021-05-16,3765.69,51.23,192916.3,A,ต้องตรวจซ้ำ
HRV-024125,FRM-0259,CRP-003,WH-003,2021-01-25,18156.71,16.42,298133.18,C,ผ่านการตรวจสอบ
HRV-024126,FRM-0229,CRP-001,WH-001,2023-02-08,4153.93,11.15,46316.32,A,คุณภาพปานกลาง
HRV-024127,FRM-0289,CRP-014,WH-007,2025-12-14,1249.42,99.51,124329.78,A,ผ่านการตรวจสอบ
HRV-024128,FRM-0005,CRP-010,WH-008,2021-06-16,3787.73,127.82,484147.65,A,ต้องตรวจซ้ำ
HRV-024129,FRM-0293,CRP-006,WH-007,2021-11-12,1301.43,51.96,67622.3,C,ต้องตรวจซ้ำ
HRV-024130,FRM-0148,CRP-007,WH-015,2025-12-24,2444.07,5.9,14420.01,A,ผ่านการตรวจสอบ
HRV-024131,FRM-0002,CRP-009,WH-009,2023-07-08,3182.78,41.88,133294.83,B,ผ่านการตรวจสอบ
HRV-024132,FRM-0100,CRP-002,WH-006,2025-10-17,8754.7,9.87,86408.89,B,ผ่านการตรวจสอบ
HRV-024133,FRM-0036,CRP-005,WH-002,2025-06-11,24658.15,3.12,76933.43,C,ผ่านการตรวจสอบ
HRV-024134,FRM-0041,CRP-012,WH-009,2024-02-12,36988.92,1.07,39578.14,A,คุณภาพดี
HRV-024135,FRM-0171,CRP-006,WH-011,2023-06-13,3897.34,60.85,237153.14,A,ผ่านการตรวจสอบ
HRV-024136,FRM-0123,CRP-008,WH-002,2022-05-26,5215.79,63.39,330628.93,A,ผ่านการตรวจสอบ
HRV-024137,FRM-0215,CRP-001,WH-004,2023-02-18,6195.37,9.54,59103.83,C,ผ่านการตรวจสอบ
HRV-024138,FRM-0056,CRP-008,WH-001,2025-05-02,6789.31,59.78,405864.95,A,ผ่านการตรวจสอบ
HRV-024139,FRM-0124,CRP-015,WH-004,2022-09-07,13646.03,6.98,95249.29,A,ผ่านการตรวจสอบ
HRV-024140,FRM-0090,CRP-002,WH-014,2024-12-22,10435.89,8.36,87244.04,A,คุณภาพดี
HRV-024141,FRM-0048,CRP-014,WH-006,2023-01-09,3696.45,90.76,335489.8,C,ผ่านการตรวจสอบ
HRV-024142,FRM-0096,CRP-006,WH-008,2025-01-01,4707.97,68.41,322072.23,C,ผ่านการตรวจสอบ
HRV-024143,FRM-0293,CRP-004,WH-001,2024-03-12,7264.89,8.5,61751.57,B,ผ่านการตรวจสอบ
HRV-024144,FRM-0156,CRP-002,WH-009,2023-01-22,1633.77,11.06,18069.5,B,คุณภาพปานกลาง
HRV-024145,FRM-0046,CRP-007,WH-006,2021-04-27,3990.38,6.31,25179.3,A,ผ่านการตรวจสอบ
HRV-024146,FRM-0093,CRP-012,WH-015,2024-11-07,9735.49,1.08,10514.33,A,ต้องตรวจซ้ำ
HRV-024147,FRM-0206,CRP-005,WH-002,2021-02-10,15839.25,3.38,53536.67,A,คุณภาพปานกลาง
HRV-024148,FRM-0133,CRP-007,WH-005,2024-09-12,3021.07,6.11,18458.74,B,ผ่านการตรวจสอบ
HRV-024149,FRM-0261,CRP-014,WH-014,2022-01-12,743.77,70.72,52599.41,C,คุณภาพดี
HRV-024150,FRM-0039,CRP-011,WH-012,2024-08-15,7626.13,69.85,532685.18,B,ผ่านการตรวจสอบ
HRV-024151,FRM-0160,CRP-012,WH-001,2022-11-28,13468.53,1.28,17239.72,A,ผ่านการตรวจสอบ
HRV-024152,FRM-0289,CRP-002,WH-009,2023-11-22,18055.44,9.93,179290.52,A,คุณภาพดี
HRV-024153,FRM-0042,CRP-009,WH-010,2024-08-01,4042.13,43.87,177328.24,C,ผ่านการตรวจสอบ
HRV-024154,FRM-0158,CRP-004,WH-014,2023-04-04,5283.38,9.68,51143.12,A,ต้องตรวจซ้ำ
HRV-024155,FRM-0212,CRP-014,WH-009,2021-12-19,988.2,118.08,116686.66,A,คุณภาพปานกลาง
HRV-024156,FRM-0215,CRP-009,WH-008,2023-08-18,6698.59,22.28,149244.59,B,ผ่านการตรวจสอบ
HRV-024157,FRM-0156,CRP-012,WH-006,2023-02-15,39923.94,1.17,46711.01,A,ผ่านการตรวจสอบ
HRV-024158,FRM-0161,CRP-003,WH-014,2025-10-10,1148.24,14.18,16282.04,A,ต้องตรวจซ้ำ
HRV-024159,FRM-0019,CRP-007,WH-006,2022-10-16,4542.96,6.06,27530.34,A,ผ่านการตรวจสอบ
HRV-024160,FRM-0266,CRP-001,WH-001,2024-04-03,1055.96,9.55,10084.42,A,ผ่านการตรวจสอบ
HRV-024161,FRM-0060,CRP-006,WH-003,2021-12-04,3441.53,50.95,175345.95,C,ผ่านการตรวจสอบ
HRV-024162,FRM-0032,CRP-003,WH-012,2021-01-17,16386.62,18.62,305118.86,A,ผ่านการตรวจสอบ
HRV-024163,FRM-0257,CRP-007,WH-006,2024-02-28,2496.4,6.76,16875.66,B,คุณภาพปานกลาง
HRV-024164,FRM-0138,CRP-004,WH-013,2021-08-17,15659.12,10.45,163637.8,C,คุณภาพปานกลาง
HRV-024165,FRM-0031,CRP-004,WH-009,2022-05-07,12182.65,9.76,118902.66,C,คุณภาพปานกลาง
HRV-024166,FRM-0230,CRP-011,WH-003,2025-06-18,1028.12,43.13,44342.82,A,ต้องตรวจซ้ำ
HRV-024167,FRM-0226,CRP-009,WH-007,2021-09-02,7198.67,29.52,212504.74,B,คุณภาพปานกลาง
HRV-024168,FRM-0056,CRP-014,WH-013,2021-11-22,1775.5,90.64,160931.32,A,ต้องตรวจซ้ำ
HRV-024169,FRM-0197,CRP-002,WH-007,2021-01-09,3938.23,10.35,40760.68,B,ผ่านการตรวจสอบ
HRV-024170,FRM-0022,CRP-005,WH-006,2024-03-03,16832.68,3.13,52686.29,C,ผ่านการตรวจสอบ
HRV-024171,FRM-0049,CRP-001,WH-006,2025-02-05,3932.89,10.4,40902.06,C,ต้องตรวจซ้ำ
HRV-024172,FRM-0265,CRP-001,WH-001,2022-01-09,17865.42,8.45,150962.8,B,คุณภาพดี
HRV-024173,FRM-0209,CRP-008,WH-012,2025-04-26,1805.66,55.68,100539.15,A,คุณภาพปานกลาง
HRV-024174,FRM-0210,CRP-012,WH-002,2024-02-09,41423.71,1.22,50536.93,A,คุณภาพปานกลาง
HRV-024175,FRM-0027,CRP-004,WH-008,2022-06-11,9497.77,10.76,102196.01,A,คุณภาพดี
HRV-024176,FRM-0024,CRP-003,WH-006,2024-11-05,17531.44,20.41,357816.69,B,ผ่านการตรวจสอบ
HRV-024177,FRM-0275,CRP-004,WH-003,2025-08-28,5969.11,9.92,59213.57,A,ผ่านการตรวจสอบ
HRV-024178,FRM-0169,CRP-004,WH-006,2024-08-14,9613.29,10.84,104208.06,B,ผ่านการตรวจสอบ
HRV-024179,FRM-0081,CRP-004,WH-011,2021-04-10,15320.7,8.21,125782.95,B,คุณภาพปานกลาง
HRV-024180,FRM-0173,CRP-003,WH-008,2023-11-08,4076.66,17.68,72075.35,A,ผ่านการตรวจสอบ
HRV-024181,FRM-0129,CRP-011,WH-014,2021-08-03,3131.5,45.77,143328.76,A,ผ่านการตรวจสอบ
HRV-024182,FRM-0027,CRP-003,WH-013,2023-12-12,17408.45,19.14,333197.73,B,ต้องตรวจซ้ำ
HRV-024183,FRM-0150,CRP-009,WH-011,2025-07-10,770.2,44.67,34404.83,B,ผ่านการตรวจสอบ
HRV-024184,FRM-0196,CRP-011,WH-001,2022-08-01,1067.48,85.51,91280.21,C,ผ่านการตรวจสอบ
HRV-024185,FRM-0015,CRP-011,WH-001,2021-05-17,3613.47,85.18,307795.37,B,คุณภาพปานกลาง
HRV-024186,FRM-0234,CRP-007,WH-001,2023-08-21,439.76,6.57,2889.22,C,ผ่านการตรวจสอบ
HRV-024187,FRM-0242,CRP-004,WH-010,2023-03-22,15534.06,9.21,143068.69,C,คุณภาพปานกลาง
HRV-024188,FRM-0043,CRP-014,WH-009,2023-12-22,2782.37,93.62,260485.48,A,ต้องตรวจซ้ำ
HRV-024189,FRM-0159,CRP-005,WH-009,2025-05-02,7809.08,3.76,29362.14,A,ต้องตรวจซ้ำ
HRV-024190,FRM-0197,CRP-015,WH-010,2021-09-10,2097.21,6.56,13757.7,B,คุณภาพปานกลาง
HRV-024191,FRM-0036,CRP-005,WH-009,2025-05-17,27631.46,3.5,96710.11,A,ผ่านการตรวจสอบ
HRV-024192,FRM-0103,CRP-008,WH-012,2025-05-10,2413.67,47.79,115349.29,B,ผ่านการตรวจสอบ
HRV-024193,FRM-0230,CRP-005,WH-001,2023-06-06,1840.65,2.67,4914.54,A,ผ่านการตรวจสอบ
HRV-024194,FRM-0129,CRP-013,WH-011,2022-03-27,2841.66,7.94,22562.78,B,ผ่านการตรวจสอบ
HRV-024195,FRM-0259,CRP-006,WH-011,2023-08-21,4241.73,61.8,262138.91,A,ผ่านการตรวจสอบ
HRV-024196,FRM-0121,CRP-011,WH-003,2022-07-08,1527.38,58.02,88618.59,B,ต้องตรวจซ้ำ
HRV-024197,FRM-0078,CRP-011,WH-006,2022-08-26,6120.93,65.11,398533.75,A,คุณภาพดี
HRV-024198,FRM-0102,CRP-011,WH-005,2022-08-19,5630.47,47.79,269080.16,C,ผ่านการตรวจสอบ
HRV-024199,FRM-0191,CRP-010,WH-009,2025-04-25,7457.3,153.49,1144620.98,A,คุณภาพปานกลาง
HRV-024200,FRM-0086,CRP-006,WH-002,2023-06-05,351.56,74.29,26117.39,A,ผ่านการตรวจสอบ
HRV-024201,FRM-0298,CRP-014,WH-011,2022-12-12,2206.87,84.57,186635.0,A,คุณภาพดี
HRV-024202,FRM-0016,CRP-001,WH-008,2023-03-18,9337.13,12.49,116620.75,A,ผ่านการตรวจสอบ
HRV-024203,FRM-0004,CRP-008,WH-005,2021-05-28,5584.21,53.45,298476.02,B,ผ่านการตรวจสอบ
HRV-024204,FRM-0229,CRP-006,WH-009,2021-09-28,4563.1,69.94,319143.21,B,ต้องตรวจซ้ำ
HRV-024205,FRM-0065,CRP-015,WH-011,2022-10-25,11192.49,6.71,75101.61,B,คุณภาพปานกลาง
HRV-024206,FRM-0203,CRP-008,WH-008,2024-05-07,2286.1,65.46,149648.11,B,ต้องตรวจซ้ำ
HRV-024207,FRM-0280,CRP-005,WH-013,2025-02-04,23406.15,3.69,86368.69,C,ผ่านการตรวจสอบ
