inventory_id,warehouse_id,crop_id,snapshot_date,beginning_stock_kg,received_kg,sold_kg,ending_stock_kg,unit_cost_thb,stock_status
INV-042391,WH-010,CRP-008,2024-11-05,395517.75,7867.99,2345.96,401039.78,69.38,สูง
INV-042392,WH-010,CRP-008,2024-11-08,401039.78,4808.79,7682.54,398166.03,55.69,สูง
INV-042393,WH-010,CRP-008,2024-11-14,398166.03,941.13,4606.51,394500.65,56.6,สูง
INV-042394,WH-010,CRP-008,2024-11-17,394500.65,2807.27,447.0,396860.92,45.36,สูง
INV-042395,WH-010,CRP-008,2024-11-26,396860.92,1464.56,1306.12,397019.36,67.76,สูง
INV-042396,WH-010,CRP-008,2024-12-02,397019.36,313.26,7030.37,390302.25,40.99,สูง
INV-042397,WH-010,CRP-008,2024-12-05,390302.25,7633.01,6278.32,391656.94,54.86,สูง
INV-042398,WH-010,CRP-008,2024-12-08,391656.94,2167.27,2042.26,391781.95,61.84,สูง
INV-042399,WH-010,CRP-008,2024-12-11,391781.95,4373.32,2747.89,393407.38,40.8,สูง
INV-042400,WH-010,CRP-008,2024-12-14,393407.38,8609.26,5261.13,396755.51,61.85,สูง
INV-042401,WH-010,CRP-008,2024-12-20,396755.51,9324.05,5222.26,400857.3,55.03,สูง
INV-042402,WH-010,CRP-008,2024-12-23,400857.3,9856.07,6284.87,404428.5,51.01,สูง
INV-042403,WH-010,CRP-008,2024-12-26,404428.5,1325.39,4277.77,401476.12,49.67,สูง
INV-042404,WH-010,CRP-008,2025-01-04,401476.12,3220.18,410.98,404285.32,55.65,สูง
INV-042405,WH-010,CRP-008,2025-01-13,404285.32,4845.44,4797.16,404333.6,37.55,สูง
INV-042406,WH-010,CRP-008,2025-01-16,404333.6,9851.17,3663.64,410521.13,49.59,สูง
INV-042407,WH-010,CRP-008,2025-01-19,410521.13,8321.52,1160.24,417682.41,34.16,สูง
INV-042408,WH-010,CRP-008,2025-01-22,417682.41,3766.0,3194.8,418253.61,44.2,สูง
INV-042409,WH-010,CRP-008,2025-01-28,418253.61,1878.28,3854.35,416277.54,54.78,สูง
INV-042410,WH-010,CRP-008,2025-01-31,416277.54,3345.47,1347.06,418275.95,35.88,สูง
INV-042411,WH-010,CRP-008,2025-02-06,418275.95,6814.83,7034.27,418056.51,36.79,สูง
INV-042412,WH-010,CRP-008,2025-02-09,418056.51,7874.11,1446.5,424484.12,34.83,สูง
INV-042413,WH-010,CRP-008,2025-02-12,424484.12,2206.42,5853.15,420837.39,58.75,สูง
INV-042414,WH-010,CRP-008,2025-02-18,420837.39,7838.16,1033.04,427642.51,68.19,สูง
INV-042415,WH-010,CRP-008,2025-02-24,427642.51,7087.47,4014.9,430715.08,59.36,สูง
INV-042416,WH-010,CRP-008,2025-02-27,430715.08,4026.93,4283.48,430458.53,59.34,สูง
INV-042417,WH-010,CRP-008,2025-03-02,430458.53,1763.9,3260.9,428961.53,36.58,สูง
INV-042418,WH-010,CRP-008,2025-03-08,428961.53,8374.85,6769.16,430567.22,37.07,สูง
INV-042419,WH-010,CRP-008,2025-03-11,430567.22,4615.61,4799.47,430383.36,41.56,สูง
INV-042420,WH-010,CRP-008,2025-03-17,430383.36,4535.81,3110.72,431808.45,66.89,สูง
INV-042421,WH-010,CRP-008,2025-03-23,431808.45,1052.16,5530.16,427330.45,70.01,สูง
INV-042422,WH-010,CRP-008,2025-03-26,427330.45,9057.76,3361.09,433027.12,50.04,สูง
INV-042423,WH-010,CRP-008,2025-03-29,433027.12,3392.5,2917.0,433502.62,64.98,สูง
INV-042424,WH-010,CRP-008,2025-04-01,433502.62,5768.81,2248.16,437023.27,40.24,สูง
INV-042425,WH-010,CRP-008,2025-04-07,437023.27,282.6,5964.99,431340.88,32.16,สูง
INV-042426,WH-010,CRP-008,2025-04-13,431340.88,4641.32,1567.46,434414.74,43.83,สูง
INV-042427,WH-010,CRP-008,2025-04-16,434414.74,6907.76,3691.67,437630.83,61.0,สูง
INV-042428,WH-010,CRP-008,2025-04-19,437630.83,4175.42,680.39,441125.86,43.18,สูง
INV-042429,WH-010,CRP-008,2025-04-22,441125.86,6307.41,2038.59,445394.68,45.26,สูง
INV-042430,WH-010,CRP-008,2025-04-28,445394.68,8462.31,3380.56,450476.43,40.44,สูง
INV-042431,WH-010,CRP-008,2025-05-01,450476.43,7998.9,7889.33,450586.0,40.3,สูง
INV-042432,WH-010,CRP-008,2025-05-04,450586.0,9907.23,1877.42,458615.81,60.39,สูง
INV-042433,WH-010,CRP-008,2025-05-07,458615.81,9782.62,1704.63,466693.8,71.45,สูง
INV-042434,WH-010,CRP-008,2025-05-10,466693.8,2379.12,3313.67,465759.25,54.29,สูง
INV-042435,WH-010,CRP-008,2025-05-16,465759.25,2476.28,7812.97,460422.56,45.96,สูง
INV-042436,WH-010,CRP-008,2025-05-19,460422.56,2652.0,6598.5,456476.06,47.91,สูง
INV-042437,WH-010,CRP-008,2025-05-22,456476.06,1327.81,4962.26,452841.61,53.43,สูง
INV-042438,WH-010,CRP-008,2025-05-25,452841.61,3534.71,6518.7,449857.62,56.08,สูง
INV-042439,WH-010,CRP-008,2025-05-28,449857.62,5831.28,6150.9,449538.0,63.22,สูง
INV-042440,WH-010,CRP-008,2025-06-03,449538.0,3641.31,6802.05,446377.26,58.33,สูง
INV-042441,WH-010,CRP-008,2025-06-06,446377.26,4094.01,4625.99,445845.28,67.29,สูง
INV-042442,WH-010,CRP-008,2025-06-12,445845.28,2553.01,191.18,448207.11,62.15,สูง
INV-042443,WH-010,CRP-008,2025-06-15,448207.11,9135.87,3469.87,453873.11,67.09,สูง
INV-042444,WH-010,CRP-008,2025-06-18,453873.11,2378.76,796.14,455455.73,51.46,สูง
INV-042445,WH-010,CRP-008,2025-06-27,455455.73,8655.44,6061.38,458049.79,56.98,สูง
INV-042446,WH-010,CRP-008,2025-06-30,458049.79,1392.8,1491.89,457950.7,59.25,สูง
INV-042447,WH-010,CRP-008,2025-07-09,457950.7,5442.96,4427.33,458966.33,41.57,สูง
INV-042448,WH-010,CRP-008,2025-07-12,458966.33,1738.71,3196.34,457508.7,62.36,สูง
INV-042449,WH-010,CRP-008,2025-07-24,457508.7,4142.88,427.09,461224.49,39.13,สูง
INV-042450,WH-010,CRP-008,2025-08-05,461224.49,1118.93,5148.96,457194.46,50.85,สูง
INV-042451,WH-010,CRP-008,2025-08-08,457194.46,1892.28,3935.13,455151.61,32.9,สูง
INV-042452,WH-010,CRP-008,2025-08-11,455151.61,9233.9,2319.88,462065.63,66.12,สูง
INV-042453,WH-010,CRP-008,2025-08-17,462065.63,1764.98,5333.98,458496.63,33.41,สูง
INV-042454,WH-010,CRP-008,2025-08-20,458496.63,1775.26,4167.55,456104.34,41.91,สูง
INV-042455,WH-010,CRP-008,2025-08-23,456104.34,6773.22,5718.42,457159.14,61.74,สูง
INV-042456,WH-010,CRP-008,2025-08-26,457159.14,1222.49,313.33,458068.3,65.17,สูง
INV-042457,WH-010,CRP-008,2025-08-29,458068.3,3996.79,5505.97,456559.12,43.05,สูง
INV-042458,WH-010,CRP-008,2025-09-01,456559.12,4593.72,6934.66,454218.18,38.32,สูง
INV-042459,WH-010,CRP-008,2025-09-04,454218.18,8279.31,3384.01,459113.48,48.3,สูง
INV-042460,WH-010,CRP-008,2025-09-07,459113.48,752.53,4587.49,455278.52,34.07,สูง
INV-042461,WH-010,CRP-008,2025-09-10,455278.52,5651.92,1158.1,459772.34,46.98,สูง
INV-042462,WH-010,CRP-008,2025-09-13,459772.34,8479.45,3384.86,464866.93,36.68,สูง
INV-042463,WH-010,CRP-008,2025-09-16,464866.93,470.63,7837.22,457500.34,51.35,สูง
INV-042464,WH-010,CRP-008,2025-09-19,457500.34,8616.59,3353.23,462763.7,64.22,สูง
INV-042465,WH-010,CRP-008,2025-09-22,462763.7,5279.4,2648.97,465394.13,38.2,สูง
INV-042466,WH-010,CRP-008,2025-09-28,465394.13,6001.37,7543.14,463852.36,32.76,สูง
INV-042467,WH-010,CRP-008,2025-10-01,463852.36,1243.72,1041.4,464054.68,59.34,สูง
INV-042468,WH-010,CRP-008,2025-10-07,464054.68,1053.15,3240.27,461867.56,59.27,สูง
INV-042469,WH-010,CRP-008,2025-10-16,461867.56,9259.23,6482.93,464643.86,53.95,สูง
INV-042470,WH-010,CRP-008,2025-10-19,464643.86,408.35,4479.06,460573.15,32.87,สูง
INV-042471,WH-010,CRP-008,2025-10-22,460573.15,8375.78,585.88,468363.05,56.52,สูง
INV-042472,WH-010,CRP-008,2025-10-25,468363.05,6870.41,2875.63,472357.83,43.25,สูง
INV-042473,WH-010,CRP-008,2025-10-28,472357.83,126.94,2650.31,469834.46,59.72,สูง
INV-042474,WH-010,CRP-008,2025-11-06,469834.46,469.37,6367.91,463935.92,61.14,สูง
INV-042475,WH-010,CRP-008,2025-11-09,463935.92,2203.27,7513.05,458626.14,63.09,สูง
INV-042476,WH-010,CRP-008,2025-11-15,458626.14,7270.28,4572.91,461323.51,50.22,สูง
INV-042477,WH-010,CRP-008,2025-11-18,461323.51,3833.03,5522.92,459633.62,43.03,สูง
INV-042478,WH-010,CRP-008,2025-11-30,459633.62,3795.11,3465.17,459963.56,38.31,สูง
INV-042479,WH-010,CRP-008,2025-12-03,459963.56,7774.09,246.82,467490.83,49.78,สูง
INV-042480,WH-010,CRP-008,2025-12-06,467490.83,2368.89,5383.34,464476.38,54.03,สูง
INV-042481,WH-010,CRP-008,2025-12-09,464476.38,6472.13,5126.77,465821.74,36.53,สูง
INV-042482,WH-010,CRP-008,2025-12-15,465821.74,4837.05,72.87,470585.92,53.73,สูง
INV-042483,WH-010,CRP-008,2025-12-18,470585.92,7511.54,613.15,477484.31,60.01,สูง
INV-042484,WH-010,CRP-015,2021-01-04,14523.04,8698.72,2001.58,21220.18,6.35,สูง
INV-042485,WH-010,CRP-015,2021-01-07,21220.18,6685.05,878.82,27026.41,5.83,สูง
INV-042486,WH-010,CRP-015,2021-01-10,27026.41,1555.69,6849.28,21732.82,7.9,สูง
INV-042487,WH-010,CRP-015,2021-01-13,21732.82,3014.82,3334.81,21412.83,5.01,สูง
INV-042488,WH-010,CRP-015,2021-01-16,21412.83,7006.85,6113.36,22306.32,5.48,สูง
INV-042489,WH-010,CRP-015,2021-01-22,22306.32,7157.23,3983.61,25479.94,6.94,สูง
INV-042490,WH-010,CRP-015,2021-01-25,25479.94,3744.18,2578.49,26645.63,8.09,สูง
INV-042491,WH-010,CRP-015,2021-01-31,26645.63,5056.08,5320.45,26381.26,4.98,สูง
INV-042492,WH-010,CRP-015,2021-02-03,26381.26,9834.89,2409.98,33806.17,5.63,สูง
INV-042493,WH-010,CRP-015,2021-02-12,33806.17,5750.53,5542.76,34013.94,5.97,สูง
INV-042494,WH-010,CRP-015,2021-02-15,34013.94,1913.1,5195.17,30731.87,7.99,สูง
INV-042495,WH-010,CRP-015,2021-02-21,30731.87,7983.82,7773.34,30942.35,6.25,สูง
INV-042496,WH-010,CRP-015,2021-02-24,30942.35,2516.23,2579.58,30879.0,5.41,สูง
INV-042497,WH-010,CRP-015,2021-02-27,30879.0,7105.3,2522.5,35461.8,6.06,สูง
INV-042498,WH-010,CRP-015,2021-03-05,35461.8,4096.62,992.8,38565.62,5.65,สูง
INV-042499,WH-010,CRP-015,2021-03-08,38565.62,4606.63,19.93,43152.32,7.33,สูง
INV-042500,WH-010,CRP-015,2021-03-14,43152.32,2262.62,1882.45,43532.49,5.7,สูง
INV-042501,WH-010,CRP-015,2021-03-17,43532.49,1905.86,6064.27,39374.08,7.02,สูง
INV-042502,WH-010,CRP-015,2021-03-23,39374.08,987.25,2855.79,37505.54,7.06,สูง
INV-042503,WH-010,CRP-015,2021-03-26,37505.54,27.42,7654.31,29878.65,7.11,สูง
INV-042504,WH-010,CRP-015,2021-03-29,29878.65,9837.44,5187.03,34529.06,6.59,สูง
INV-042505,WH-010,CRP-015,2021-04-01,34529.06,5742.26,1366.56,38904.76,7.76,สูง
INV-042506,WH-010,CRP-015,2021-04-04,38904.76,5554.1,7845.86,36613.0,5.56,สูง
INV-042507,WH-010,CRP-015,2021-04-10,36613.0,9583.4,3413.72,42782.68,5.28,สูง
INV-042508,WH-010,CRP-015,2021-04-13,42782.68,5083.47,513.86,47352.29,6.11,สูง
INV-042509,WH-010,CRP-015,2021-04-16,47352.29,2362.37,2172.57,47542.09,6.12,สูง
INV-042510,WH-010,CRP-015,2021-04-19,47542.09,8263.82,1151.35,54654.56,5.39,สูง
INV-042511,WH-010,CRP-015,2021-04-22,54654.56,3081.75,6879.82,50856.49,5.0,สูง
INV-042512,WH-010,CRP-015,2021-04-25,50856.49,3175.13,5468.31,48563.31,7.21,สูง
INV-042513,WH-010,CRP-015,2021-05-01,48563.31,2794.47,1993.19,49364.59,8.06,สูง
INV-042514,WH-010,CRP-015,2021-05-07,49364.59,8524.71,2144.9,55744.4,5.5,สูง
INV-042515,WH-010,CRP-015,2021-05-16,55744.4,3130.3,2781.74,56092.96,5.29,สูง
INV-042516,WH-010,CRP-015,2021-05-19,56092.96,2950.11,3190.86,55852.21,6.92,สูง
INV-042517,WH-010,CRP-015,2021-05-28,55852.21,7324.37,7614.98,55561.6,6.59,สูง
INV-042518,WH-010,CRP-015,2021-06-03,55561.6,7871.59,215.69,63217.5,5.25,สูง
INV-042519,WH-010,CRP-015,2021-06-27,63217.5,85.56,5753.64,57549.42,6.91,สูง
INV-042520,WH-010,CRP-015,2021-06-30,57549.42,1931.91,2223.54,57257.79,7.96,สูง
INV-042521,WH-010,CRP-015,2021-07-03,57257.79,5090.59,4548.18,57800.2,7.56,สูง
INV-042522,WH-010,CRP-015,2021-07-06,57800.2,930.31,320.06,58410.45,8.05,สูง
INV-042523,WH-010,CRP-015,2021-07-09,58410.45,4766.36,7011.88,56164.93,6.32,สูง
INV-042524,WH-010,CRP-015,2021-07-24,56164.93,4181.13,4143.51,56202.55,5.26,สูง
INV-042525,WH-010,CRP-015,2021-07-27,56202.55,9187.21,6475.52,58914.24,6.49,สูง
INV-042526,WH-010,CRP-015,2021-08-14,58914.24,1610.48,5028.81,55495.91,6.06,สูง
INV-042527,WH-010,CRP-015,2021-08-17,55495.91,5768.79,1015.08,60249.62,6.42,สูง
INV-042528,WH-010,CRP-015,2021-08-26,60249.62,2266.26,6426.33,56089.55,4.95,สูง
INV-042529,WH-010,CRP-015,2021-08-29,56089.55,893.15,663.43,56319.27,5.05,สูง
INV-042530,WH-010,CRP-015,2021-09-04,56319.27,7064.72,5835.26,57548.73,7.14,สูง
INV-042531,WH-010,CRP-015,2021-09-07,57548.73,3651.8,4116.82,57083.71,4.85,สูง
INV-042532,WH-010,CRP-015,2021-09-13,57083.71,9124.36,4230.95,61977.12,5.8,สูง
INV-042533,WH-010,CRP-015,2021-09-16,61977.12,7343.01,3517.24,65802.89,7.45,สูง
INV-042534,WH-010,CRP-015,2021-09-19,65802.89,4489.44,6802.22,63490.11,5.79,สูง
INV-042535,WH-010,CRP-015,2021-09-22,63490.11,3723.59,6271.84,60941.86,7.71,สูง
INV-042536,WH-010,CRP-015,2021-09-25,60941.86,4150.93,5818.01,59274.78,6.02,สูง
INV-042537,WH-010,CRP-015,2021-09-28,59274.78,3223.15,2099.77,60398.16,6.07,สูง
INV-042538,WH-010,CRP-015,2021-10-01,60398.16,8668.86,2605.52,66461.5,7.66,สูง
INV-042539,WH-010,CRP-015,2021-10-04,66461.5,3867.55,5873.94,64455.11,7.91,สูง
INV-042540,WH-010,CRP-015,2021-10-10,64455.11,7031.57,1802.29,69684.39,5.97,สูง
INV-042541,WH-010,CRP-015,2021-10-19,69684.39,4190.53,7916.84,65958.08,6.8,สูง
INV-042542,WH-010,CRP-015,2021-10-22,65958.08,7303.22,4627.47,68633.83,7.05,สูง
INV-042543,WH-010,CRP-015,2021-11-03,68633.83,9966.58,3870.04,74730.37,5.33,สูง
INV-042544,WH-010,CRP-015,2021-11-09,74730.37,3976.42,3921.59,74785.2,5.23,สูง
INV-042545,WH-010,CRP-015,2021-11-24,74785.2,7992.12,4376.95,78400.37,6.93,สูง
INV-042546,WH-010,CRP-015,2021-12-03,78400.37,8687.49,4821.69,82266.17,5.6,สูง
INV-042547,WH-010,CRP-015,2021-12-06,82266.17,9187.58,19.77,91433.98,5.81,สูง
INV-042548,WH-010,CRP-015,2021-12-09,91433.98,3018.86,6632.31,87820.53,5.89,สูง
INV-042549,WH-010,CRP-015,2021-12-15,87820.53,5579.98,768.21,92632.3,7.58,สูง
INV-042550,WH-010,CRP-015,2021-12-21,92632.3,1926.2,4324.29,90234.21,6.21,สูง
INV-042551,WH-010,CRP-015,2021-12-24,90234.21,6578.71,701.86,96111.06,4.97,สูง
INV-042552,WH-010,CRP-015,2021-12-27,96111.06,4633.93,2950.34,97794.65,6.01,สูง
INV-042553,WH-010,CRP-015,2021-12-30,97794.65,4636.16,880.0,101550.81,6.18,สูง
INV-042554,WH-010,CRP-015,2022-01-02,101550.81,2087.04,3838.62,99799.23,7.78,สูง
INV-042555,WH-010,CRP-015,2022-01-14,99799.23,1396.26,6311.99,94883.5,5.07,สูง
INV-042556,WH-010,CRP-015,2022-01-20,94883.5,7140.64,3758.47,98265.67,6.62,สูง
INV-042557,WH-010,CRP-015,2022-01-23,98265.67,4307.71,7248.49,95324.89,5.65,สูง
INV-042558,WH-010,CRP-015,2022-01-29,95324.89,3676.31,6507.26,92493.94,4.81,สูง
INV-042559,WH-010,CRP-015,2022-02-01,92493.94,6864.76,7596.97,91761.73,7.63,สูง
INV-042560,WH-010,CRP-015,2022-02-04,91761.73,1453.7,5594.58,87620.85,5.12,สูง
INV-042561,WH-010,CRP-015,2022-02-07,87620.85,9837.59,3402.84,94055.6,7.75,สูง
INV-042562,WH-010,CRP-015,2022-02-10,94055.6,2935.68,7870.88,89120.4,4.89,สูง
INV-042563,WH-010,CRP-015,2022-02-16,89120.4,1769.01,6502.53,84386.88,6.16,สูง
INV-042564,WH-010,CRP-015,2022-02-19,84386.88,361.2,7466.69,77281.39,7.48,สูง
INV-042565,WH-010,CRP-015,2022-02-25,77281.39,1169.14,4080.84,74369.69,5.11,สูง
INV-042566,WH-010,CRP-015,2022-02-28,74369.69,7584.28,1282.84,80671.13,5.53,สูง
INV-042567,WH-010,CRP-015,2022-03-03,80671.13,2739.4,5843.68,77566.85,4.83,สูง
INV-042568,WH-010,CRP-015,2022-03-09,77566.85,2698.96,1463.15,78802.66,5.38,สูง
INV-042569,WH-010,CRP-015,2022-03-24,78802.66,307.15,5458.96,73650.85,7.27,สูง
INV-042570,WH-010,CRP-015,2022-03-27,73650.85,6383.0,1565.33,78468.52,5.7,สูง
INV-042571,WH-010,CRP-015,2022-03-30,78468.52,5346.04,4808.95,79005.61,7.87,สูง
INV-042572,WH-010,CRP-015,2022-04-05,79005.61,5804.57,7769.28,77040.9,5.48,สูง
INV-042573,WH-010,CRP-015,2022-04-08,77040.9,7241.26,2315.5,81966.66,4.89,สูง
INV-042574,WH-010,CRP-015,2022-04-11,81966.66,7484.79,6396.39,83055.06,5.93,สูง
INV-042575,WH-010,CRP-015,2022-04-14,83055.06,7819.83,4491.91,86382.98,7.44,สูง
INV-042576,WH-010,CRP-015,2022-04-20,86382.98,5784.37,4039.36,88127.99,6.06,สูง
INV-042577,WH-010,CRP-015,2022-04-26,88127.99,5225.51,1176.84,92176.66,6.45,สูง
INV-042578,WH-010,CRP-015,2022-04-29,92176.66,2589.49,7564.47,87201.68,5.61,สูง
INV-042579,WH-010,CRP-015,2022-05-05,87201.68,2135.03,1666.03,87670.68,7.86,สูง
INV-042580,WH-010,CRP-015,2022-05-08,87670.68,3635.26,2405.53,88900.41,6.89,สูง
INV-042581,WH-010,CRP-015,2022-05-11,88900.41,9555.38,1454.29,97001.5,6.17,สูง
INV-042582,WH-010,CRP-015,2022-05-14,97001.5,9557.62,5782.93,100776.19,7.13,สูง
INV-042583,WH-010,CRP-015,2022-05-17,100776.19,4511.1,7414.98,97872.31,8.09,สูง
INV-042584,WH-010,CRP-015,2022-05-20,97872.31,432.72,565.52,97739.51,6.45,สูง
INV-042585,WH-010,CRP-015,2022-05-23,97739.51,2806.81,6164.26,94382.06,7.02,สูง
INV-042586,WH-010,CRP-015,2022-05-26,94382.06,1435.52,2967.84,92849.74,6.0,สูง
INV-042587,WH-010,CRP-015,2022-05-29,92849.74,1578.67,1002.27,93426.14,7.44,สูง
INV-042588,WH-010,CRP-015,2022-06-01,93426.14,7200.63,7311.97,93314.8,5.19,สูง
INV-042589,WH-010,CRP-015,2022-06-04,93314.8,2016.17,4110.26,91220.71,7.94,สูง
INV-042590,WH-010,CRP-015,2022-06-07,91220.71,3647.13,30.97,94836.87,7.25,สูง
INV-042591,WH-010,CRP-015,2022-06-10,94836.87,8158.91,4772.66,98223.12,5.68,สูง
INV-042592,WH-010,CRP-015,2022-06-13,98223.12,1963.42,4608.73,95577.81,6.26,สูง
INV-042593,WH-010,CRP-015,2022-06-16,95577.81,5733.17,5872.67,95438.31,7.9,สูง
INV-042594,WH-010,CRP-015,2022-06-19,95438.31,6459.61,2334.39,99563.53,4.84,สูง
INV-042595,WH-010,CRP-015,2022-06-25,99563.53,5052.48,6039.05,98576.96,7.55,สูง
INV-042596,WH-010,CRP-015,2022-06-28,98576.96,7062.96,4383.19,101256.73,6.09,สูง
INV-042597,WH-010,CRP-015,2022-07-01,101256.73,2713.4,2534.84,101435.29,5.37,สูง
INV-042598,WH-010,CRP-015,2022-07-07,101435.29,7456.41,3850.25,105041.45,5.13,สูง
INV-042599,WH-010,CRP-015,2022-07-16,105041.45,4958.7,3947.38,106052.77,6.76,สูง
INV-042600,WH-010,CRP-015,2022-07-25,106052.77,2636.25,6450.86,102238.16,7.53,สูง
INV-042601,WH-010,CRP-015,2022-07-28,102238.16,6815.41,4941.34,104112.23,4.87,สูง
INV-042602,WH-010,CRP-015,2022-07-31,104112.23,9792.8,6928.68,106976.35,7.43,สูง
INV-042603,WH-010,CRP-015,2022-08-03,106976.35,882.43,6580.98,101277.8,6.21,สูง
INV-042604,WH-010,CRP-015,2022-08-09,101277.8,7352.45,6912.1,101718.15,6.34,สูง
INV-042605,WH-010,CRP-015,2022-08-12,101718.15,1558.13,1542.42,101733.86,7.12,สูง
INV-042606,WH-010,CRP-015,2022-08-15,101733.86,5744.04,6419.21,101058.69,5.02,สูง
INV-042607,WH-010,CRP-015,2022-08-24,101058.69,1597.31,251.37,102404.63,4.97,สูง
INV-042608,WH-010,CRP-015,2022-08-27,102404.63,8222.61,3088.39,107538.85,7.72,สูง
INV-042609,WH-010,CRP-015,2022-09-05,107538.85,5449.94,2879.91,110108.88,6.58,สูง
INV-042610,WH-010,CRP-015,2022-09-14,110108.88,8226.61,1458.28,116877.21,7.45,สูง
INV-042611,WH-010,CRP-015,2022-09-17,116877.21,3657.57,5409.34,115125.44,6.31,สูง
INV-042612,WH-010,CRP-015,2022-09-23,115125.44,8438.51,3236.48,120327.47,5.52,สูง
INV-042613,WH-010,CRP-015,2022-09-29,120327.47,3928.16,753.91,123501.72,7.14,สูง
INV-042614,WH-010,CRP-015,2022-10-02,123501.72,4379.51,3472.59,124408.64,5.99,สูง
INV-042615,WH-010,CRP-015,2022-10-05,124408.64,2210.31,4800.57,121818.38,5.86,สูง
INV-042616,WH-010,CRP-015,2022-10-14,121818.38,1645.59,7621.34,115842.63,7.19,สูง
INV-042617,WH-010,CRP-015,2022-10-17,115842.63,3280.04,3821.03,115301.64,4.91,สูง
INV-042618,WH-010,CRP-015,2022-11-01,115301.64,9218.61,5182.82,119337.43,4.93,สูง
INV-042619,WH-010,CRP-015,2022-11-10,119337.43,2639.43,3922.57,118054.29,6.02,สูง
INV-042620,WH-010,CRP-015,2022-11-16,118054.29,470.75,2249.99,116275.05,4.85,สูง
INV-042621,WH-010,CRP-015,2022-11-22,116275.05,9033.95,3227.26,122081.74,8.07,สูง
INV-042622,WH-010,CRP-015,2022-11-25,122081.74,4546.56,4658.47,121969.83,5.0,สูง
INV-042623,WH-010,CRP-015,2022-11-28,121969.83,7993.54,2631.2,127332.17,5.47,สูง
INV-042624,WH-010,CRP-015,2022-12-01,127332.17,2735.32,5231.83,124835.66,5.35,สูง
INV-042625,WH-010,CRP-015,2022-12-10,124835.66,782.07,244.09,125373.64,5.36,สูง
INV-042626,WH-010,CRP-015,2022-12-13,125373.64,5809.36,1235.32,129947.68,6.45,สูง
INV-042627,WH-010,CRP-015,2022-12-16,129947.68,9230.56,1653.54,137524.7,5.39,สูง
INV-042628,WH-010,CRP-015,2022-12-25,137524.7,9080.91,6488.02,140117.59,7.26,สูง
INV-042629,WH-010,CRP-015,2022-12-28,140117.59,1860.71,4263.3,137715.0,5.17,สูง
INV-042630,WH-010,CRP-015,2023-01-03,137715.0,3791.24,7072.8,134433.44,6.15,สูง
INV-042631,WH-010,CRP-015,2023-01-09,134433.44,10.7,699.08,133745.06,7.63,สูง
INV-042632,WH-010,CRP-015,2023-01-15,133745.06,8648.75,5281.33,137112.48,5.9,สูง
INV-042633,WH-010,CRP-015,2023-01-21,137112.48,2946.53,7733.71,132325.3,7.92,สูง
INV-042634,WH-010,CRP-015,2023-01-27,132325.3,1827.5,3985.36,130167.44,7.16,สูง
INV-042635,WH-010,CRP-015,2023-01-30,130167.44,8281.07,4714.13,133734.38,4.9,สูง
INV-042636,WH-010,CRP-015,2023-02-08,133734.38,2722.45,5030.27,131426.56,5.45,สูง
INV-042637,WH-010,CRP-015,2023-02-11,131426.56,6255.22,4665.26,133016.52,5.57,สูง
INV-042638,WH-010,CRP-015,2023-02-14,133016.52,1804.31,1192.21,133628.62,6.6,สูง
INV-042639,WH-010,CRP-015,2023-02-23,133628.62,1037.62,2833.95,131832.29,5.16,สูง
INV-042640,WH-010,CRP-015,2023-03-10,131832.29,7503.4,2569.88,136765.81,6.02,สูง
INV-042641,WH-010,CRP-015,2023-03-16,136765.81,1596.74,4153.96,134208.59,5.11,สูง
INV-042642,WH-010,CRP-015,2023-03-19,134208.59,2537.97,2450.42,134296.14,5.54,สูง
INV-042643,WH-010,CRP-015,2023-03-25,134296.14,2308.92,948.03,135657.03,7.42,สูง
INV-042644,WH-010,CRP-015,2023-03-28,135657.03,604.75,2163.22,134098.56,5.28,สูง
INV-042645,WH-010,CRP-015,2023-03-31,134098.56,284.04,2293.36,132089.24,7.54,สูง
INV-042646,WH-010,CRP-015,2023-04-03,132089.24,2715.22,7453.04,127351.42,7.8,สูง
INV-042647,WH-010,CRP-015,2023-04-06,127351.42,176.31,5478.66,122049.07,7.92,สูง
INV-042648,WH-010,CRP-015,2023-04-12,122049.07,4659.03,1488.1,125220.0,6.77,สูง
INV-042649,WH-010,CRP-015,2023-04-15,125220.0,7381.79,1401.99,131199.8,6.63,สูง
INV-042650,WH-010,CRP-015,2023-04-21,131199.8,2738.56,5768.79,128169.57,5.98,สูง
INV-042651,WH-010,CRP-015,2023-04-24,128169.57,5867.05,2231.88,131804.74,6.97,สูง
INV-042652,WH-010,CRP-015,2023-04-30,131804.74,2145.04,3231.49,130718.29,4.82,สูง
INV-042653,WH-010,CRP-015,2023-05-03,130718.29,1361.87,4661.59,127418.57,7.13,สูง
INV-042654,WH-010,CRP-015,2023-05-06,127418.57,5519.04,7223.57,125714.04,7.23,สูง
INV-042655,WH-010,CRP-015,2023-05-09,125714.04,3368.11,5742.15,123340.0,7.05,สูง
INV-042656,WH-010,CRP-015,2023-05-15,123340.0,7154.62,4572.3,125922.32,5.83,สูง
INV-042657,WH-010,CRP-015,2023-05-21,125922.32,5538.44,4011.93,127448.83,5.37,สูง
INV-042658,WH-010,CRP-015,2023-05-30,127448.83,3228.56,5018.48,125658.91,7.22,สูง
